trialId,pointId,time,x_left,y_left,pupil_left,x_right,y_right,pupil_right
7,1,8051891,648.7,530.1,659.0,632.9,525.0,583.0
7,1,8051907,650.7,526.6,662.0,635.9,523.1,589.0
7,1,8051924,646.6,525.2,667.0,638.6,536.5,602.0
7,1,8051940,646.1,512.3,661.0,637.9,530.6,608.0
7,1,8051957,647.0,524.4,676.0,638.6,535.8,616.0
7,1,8051974,645.3,526.5,684.0,637.8,541.6,619.0
7,1,8051990,645.6,525.2,686.0,640.0,536.1,623.0
7,1,8052007,641.8,517.7,691.0,637.2,535.5,627.0
7,1,8052024,644.6,530.1,696.0,637.6,535.9,623.0
7,1,8052040,642.4,528.4,702.0,637.7,525.0,622.0
7,1,8052057,705.8,547.2,708.0,700.9,547.6,633.0
7,1,8052074,718.7,563.5,717.0,707.2,555.1,629.0
7,1,8052090,719.2,555.3,716.0,707.2,557.5,634.0
7,1,8052107,716.1,550.8,716.0,707.5,557.9,640.0
7,1,8052124,715.6,552.5,725.0,712.0,557.6,643.0
7,1,8052140,715.4,553.4,728.0,711.3,557.3,648.0
7,1,8052157,714.5,542.3,729.0,711.9,559.4,653.0
7,1,8052174,714.1,539.9,731.0,709.3,558.8,656.0
7,1,8052190,713.3,545.1,738.0,711.1,557.8,653.0
7,1,8052207,715.0,544.4,740.0,712.3,561.1,656.0
7,1,8052224,713.8,538.7,742.0,711.5,557.2,661.0
7,1,8052240,714.9,539.2,747.0,711.5,561.5,663.0
7,1,8052257,711.7,543.7,748.0,712.1,560.7,664.0
7,1,8052273,713.2,542.0,751.0,712.4,561.7,668.0
7,1,8052290,712.0,536.2,752.0,709.7,564.5,669.0
7,1,8052307,711.9,536.1,750.0,711.3,561.8,666.0
7,1,8052323,711.4,539.0,756.0,709.5,558.5,669.0
7,1,8052340,711.4,536.6,754.0,708.2,558.9,669.0
7,1,8052357,712.1,535.5,755.0,708.0,559.2,672.0
7,1,8052373,713.7,535.8,757.0,708.8,558.5,672.0
7,1,8052390,711.5,541.0,755.0,708.3,555.4,666.0
7,1,8052407,712.9,542.0,748.0,709.0,556.0,663.0
7,1,8052423,712.3,541.4,745.0,709.0,558.9,666.0
7,1,8052440,711.4,540.0,743.0,708.3,558.9,660.0
7,1,8052457,711.5,541.5,737.0,708.3,558.2,649.0
7,1,8052473,713.0,543.4,732.0,710.9,560.5,649.0
7,1,8052490,712.3,542.8,726.0,714.2,564.1,648.0
7,1,8052507,713.2,547.7,724.0,710.8,562.2,647.0
7,1,8052523,714.3,549.4,715.0,712.6,565.9,640.0
7,1,8052540,714.9,552.3,712.0,711.9,565.9,641.0
7,1,8052557,715.4,556.9,714.0,710.1,565.3,638.0
7,1,8052573,716.1,563.2,718.0,711.0,569.6,639.0
7,1,8052590,714.4,556.3,711.0,710.9,567.4,636.0
7,1,8052606,715.0,556.4,712.0,710.6,564.0,637.0
7,1,8052623,718.1,558.4,710.0,709.5,562.1,635.0
7,1,8052640,717.4,560.6,707.0,709.1,562.4,634.0
7,1,8052656,714.1,557.6,709.0,709.3,563.4,631.0
7,1,8052673,712.1,557.2,707.0,708.9,565.2,632.0
7,1,8052690,714.8,559.1,713.0,708.0,562.3,635.0
7,1,8052706,713.6,558.2,712.0,709.2,562.4,635.0
7,1,8052723,713.1,555.5,715.0,710.1,566.0,639.0
7,1,8052740,712.2,556.9,717.0,711.0,563.9,643.0
7,1,8052756,714.6,556.3,719.0,710.0,565.5,649.0
7,1,8052773,712.5,556.8,726.0,711.4,564.6,656.0
7,1,8052790,715.2,557.7,728.0,709.3,565.4,652.0
7,1,8052806,716.7,553.3,725.0,708.6,565.4,655.0
7,1,8052823,717.1,558.5,732.0,707.7,568.6,660.0
7,1,8052840,716.5,557.6,734.0,707.1,567.7,660.0
7,1,8052856,718.5,553.5,731.0,709.1,563.4,656.0
7,1,8052873,719.5,557.5,740.0,707.2,566.5,667.0
7,1,8052889,716.9,561.9,740.0,707.5,570.8,666.0
7,1,8052906,715.0,563.2,740.0,707.6,570.5,666.0
7,1,8052923,715.3,564.8,740.0,707.4,570.2,670.0
7,1,8052939,715.8,564.4,744.0,709.2,570.0,669.0
7,1,8052956,714.8,565.1,744.0,708.9,573.4,667.0
7,1,8052973,713.9,563.7,747.0,709.2,573.9,669.0
7,1,8052989,713.1,567.7,745.0,709.2,572.1,674.0
7,1,8053006,712.0,566.2,743.0,710.7,569.3,676.0
7,1,8053023,713.9,568.2,746.0,710.5,574.2,680.0
7,1,8053039,714.9,567.1,741.0,710.1,572.5,677.0
7,1,8053056,714.0,566.3,744.0,711.4,569.2,678.0
7,1,8053073,713.0,564.9,742.0,712.4,566.7,676.0
7,1,8053089,715.3,560.4,737.0,712.6,565.7,675.0
7,1,8053106,716.8,555.4,733.0,710.8,563.6,677.0
7,1,8053123,716.0,554.0,734.0,710.9,565.7,673.0
7,1,8053139,715.9,553.3,734.0,712.4,565.1,675.0
7,1,8053156,718.5,556.0,737.0,710.9,567.3,681.0
7,1,8053173,714.9,554.0,734.0,712.2,567.0,676.0
7,1,8053189,715.4,556.2,732.0,710.5,567.9,677.0
7,1,8053206,713.7,564.2,732.0,710.0,569.9,678.0
7,1,8053223,713.5,563.4,729.0,709.7,574.4,673.0
7,1,8053239,715.6,565.4,731.0,709.9,574.6,675.0
7,1,8053256,716.5,564.0,724.0,709.8,577.0,671.0
7,1,8053272,714.5,557.2,726.0,709.8,568.0,668.0
7,1,8053289,715.0,554.0,722.0,710.7,567.1,666.0
7,1,8053306,713.7,558.5,723.0,708.5,576.2,671.0
7,1,8053322,716.1,558.4,725.0,709.4,575.4,674.0
7,1,8053339,714.8,562.0,728.0,710.8,573.4,682.0
7,1,8053356,712.7,564.3,729.0,710.9,569.2,680.0
7,1,8053372,716.0,566.6,736.0,710.4,569.8,683.0
7,2,8053389,715.1,564.3,725.0,710.5,566.7,683.0
7,2,8053406,713.7,562.5,728.0,710.7,567.0,684.0
7,2,8053422,714.4,564.5,727.0,712.3,568.4,683.0
7,2,8053439,715.5,565.7,726.0,711.6,566.7,678.0
7,2,8053456,715.8,567.7,726.0,710.6,571.8,678.0
7,2,8053472,714.3,567.7,726.0,711.4,579.7,677.0
7,2,8053489,714.6,570.5,722.0,709.8,578.9,671.0
7,2,8053506,714.0,569.8,716.0,709.9,581.3,668.0
7,2,8053522,713.5,570.3,716.0,711.4,581.0,668.0
7,2,8053539,713.3,570.9,713.0,711.8,580.7,669.0
7,2,8053555,713.2,567.9,715.0,709.4,579.5,669.0
7,2,8053572,645.2,566.6,719.0,653.3,573.1,678.0
7,2,8053589,512.5,570.9,720.0,526.1,576.2,681.0
7,2,8053605,498.3,570.3,723.0,503.1,573.2,682.0
7,2,8053622,497.0,569.9,727.0,501.4,573.1,681.0
7,2,8053639,498.3,569.6,720.0,497.8,569.5,681.0
7,2,8053655,498.3,569.6,721.0,498.1,571.0,677.0
7,2,8053672,497.0,571.1,728.0,499.3,571.0,684.0
7,2,8053689,496.5,572.4,729.0,500.5,571.1,684.0
7,2,8053705,496.5,569.6,726.0,500.0,573.7,689.0
7,2,8053722,496.4,567.2,729.0,498.5,574.3,688.0
7,2,8053739,444.4,571.5,730.0,455.9,579.8,687.0
7,2,8053755,431.5,576.0,737.0,437.6,587.5,691.0
7,2,8053772,429.7,572.3,739.0,438.2,589.4,695.0
7,2,8053789,428.6,568.3,745.0,435.9,585.1,696.0
7,2,8053805,427.8,563.2,753.0,435.9,585.9,701.0
7,2,8053822,426.5,562.2,761.0,437.3,587.0,705.0
7,2,8053839,426.8,566.4,763.0,435.8,584.5,705.0
7,2,8053855,426.5,567.0,771.0,437.5,584.8,710.0
7,2,8053872,425.5,565.5,770.0,437.3,584.1,711.0
7,2,8053888,425.5,563.4,776.0,438.0,582.1,714.0
7,2,8053905,430.4,567.6,781.0,437.3,584.2,720.0
7,2,8053922,431.0,567.6,783.0,437.0,582.2,720.0
7,2,8053938,430.0,560.7,783.0,436.0,582.4,722.0
7,2,8053955,430.7,561.0,788.0,436.5,576.9,718.0
7,2,8053972,431.2,561.0,791.0,438.5,583.1,728.0
7,2,8053988,432.3,561.3,783.0,436.3,578.8,724.0
7,2,8054005,430.2,565.4,781.0,435.7,571.4,718.0
7,2,8054022,431.4,567.8,778.0,436.8,576.8,717.0
7,2,8054038,430.7,567.7,771.0,435.3,577.5,711.0
7,2,8054055,430.7,568.0,767.0,434.8,577.2,713.0
7,2,8054072,437.3,574.7,761.0,435.9,578.1,706.0
7,2,8054088,435.6,578.9,757.0,436.6,578.9,698.0
7,2,8054105,436.1,573.4,751.0,436.5,574.8,697.0
7,2,8054122,438.5,573.4,747.0,436.3,575.0,689.0
7,2,8054138,438.4,572.3,740.0,433.1,572.0,682.0
7,2,8054155,436.4,571.3,740.0,432.3,572.8,678.0
7,2,8054172,437.6,570.7,734.0,436.0,574.4,679.0
7,2,8054188,438.7,571.6,728.0,434.6,575.9,675.0
7,2,8054205,440.7,573.0,726.0,434.3,578.3,671.0
7,2,8054222,441.4,574.2,718.0,433.9,580.5,675.0
7,2,8054238,443.9,574.0,716.0,433.6,579.1,668.0
7,2,8054255,443.5,577.1,716.0,435.5,578.3,667.0
7,2,8054271,443.7,581.4,723.0,433.7,579.3,672.0
7,2,8054288,442.9,583.9,714.0,433.0,575.3,668.0
7,2,8054305,443.7,581.1,715.0,433.6,575.9,666.0
7,2,8054321,442.2,583.9,712.0,431.4,577.8,664.0
7,2,8054338,441.9,581.1,713.0,433.9,577.6,665.0
7,2,8054355,444.5,583.0,713.0,432.6,576.4,664.0
7,2,8054371,441.2,582.3,710.0,435.1,577.4,667.0
7,2,8054388,440.7,585.8,712.0,436.2,578.6,667.0
7,2,8054405,439.9,583.1,717.0,435.7,581.9,671.0
7,2,8054421,443.0,582.7,717.0,438.8,580.8,669.0
7,2,8054438,441.3,582.8,722.0,437.1,581.9,667.0
7,2,8054455,440.2,580.7,725.0,439.9,581.2,670.0
7,2,8054471,439.8,581.3,721.0,439.5,581.8,672.0
7,2,8054488,439.7,581.2,724.0,437.9,578.6,674.0
7,2,8054505,441.5,579.1,723.0,436.7,578.3,672.0
7,2,8054521,440.8,579.5,722.0,434.3,575.7,666.0
7,2,8054538,442.4,582.2,711.0,434.6,575.6,665.0
7,2,8054555,442.9,582.8,716.0,435.5,575.1,665.0
7,2,8054571,444.3,580.1,716.0,431.4,572.8,659.0
7,2,8054588,445.4,576.7,716.0,431.6,570.4,657.0
7,2,8054604,443.9,581.1,717.0,431.3,573.4,653.0
7,2,8054621,446.3,580.6,714.0,433.7,576.5,658.0
7,2,8054638,444.8,581.6,721.0,434.5,572.9,658.0
7,2,8054654,446.7,580.3,717.0,433.5,571.8,651.0
7,2,8054671,444.3,582.2,709.0,435.4,574.6,653.0
7,2,8054688,447.0,580.7,712.0,437.0,575.6,656.0
7,2,8054704,445.3,582.3,713.0,439.0,578.7,658.0
7,2,8054721,443.8,581.1,715.0,437.6,577.7,656.0
7,2,8054738,441.6,572.6,706.0,440.6,578.9,656.0
7,2,8054754,442.6,568.7,708.0,438.4,574.2,659.0
7,2,8054771,444.2,572.0,709.0,441.2,573.7,660.0
7,2,8054788,445.3,576.8,714.0,442.2,578.6,659.0
7,2,8054804,444.1,575.8,714.0,438.3,580.3,659.0
7,2,8054821,443.4,572.1,715.0,441.1,579.4,661.0
7,2,8054838,444.9,576.8,717.0,438.9,579.3,660.0
7,2,8054854,446.1,579.0,719.0,437.9,575.4,657.0
7,2,8054871,444.4,579.3,719.0,441.4,578.1,662.0
7,3,8054887,446.8,579.0,721.0,440.4,573.4,657.0
7,3,8054904,444.9,577.7,724.0,438.9,576.3,661.0
7,3,8054921,444.8,577.1,725.0,440.9,571.7,659.0
7,3,8054937,445.3,578.2,721.0,439.8,573.6,662.0
7,3,8054954,446.0,578.8,728.0,438.3,574.2,660.0
7,3,8054971,447.0,576.2,730.0,437.5,571.1,661.0
7,3,8054987,445.7,576.6,737.0,439.0,574.5,665.0
7,3,8055004,444.5,578.0,734.0,437.8,578.0,673.0
7,3,8055021,445.7,577.4,735.0,437.0,574.0,671.0
7,3,8055037,445.8,574.3,740.0,436.4,572.7,669.0
7,3,8055054,445.9,577.9,741.0,436.9,571.2,671.0
7,3,8055071,437.9,491.5,737.0,448.2,510.4,681.0
7,3,8055087,440.7,469.5,730.0,444.1,463.6,676.0
7,3,8055104,445.1,470.5,735.0,442.9,463.0,680.0
7,3,8055121,445.9,467.3,740.0,444.1,465.0,679.0
7,3,8055137,444.5,463.7,734.0,442.2,470.0,676.0
7,3,8055154,443.1,462.9,740.0,442.8,468.3,680.0
7,3,8055171,443.4,465.8,738.0,442.6,464.0,678.0
7,3,8055187,443.4,468.3,735.0,442.3,463.4,677.0
7,3,8055204,446.1,466.5,731.0,443.2,463.1,677.0
7,3,8055220,444.3,466.6,732.0,442.2,465.4,676.0
7,3,8055237,443.9,467.9,728.0,440.2,462.2,674.0
7,3,8055254,443.3,469.9,727.0,439.1,459.1,673.0
7,3,8055270,444.8,473.6,726.0,439.5,457.5,669.0
7,3,8055287,447.9,475.9,725.0,440.3,457.8,669.0
7,3,8055304,448.8,492.4,729.0,438.1,467.3,662.0
7,3,8055320,536.6,897.5,361.0,,,0.0
7,3,8055337,,,0.0,,,0.0
7,3,8055354,,,0.0,,,0.0
7,3,8055370,,,0.0,,,0.0
7,3,8055387,,,0.0,,,0.0
7,3,8055404,476.3,616.9,572.0,444.7,665.6,402.0
7,3,8055420,444.0,455.7,701.0,433.2,485.2,614.0
7,3,8055437,448.2,468.0,702.0,434.4,473.5,632.0
7,3,8055454,449.2,471.8,698.0,434.9,474.1,625.0
7,3,8055470,451.1,475.6,698.0,433.6,472.3,625.0
7,3,8055487,450.8,479.3,693.0,435.6,457.2,623.0
7,3,8055504,450.4,475.8,688.0,437.0,455.3,616.0
7,3,8055520,453.3,479.1,685.0,438.1,465.8,613.0
7,3,8055537,453.0,479.5,681.0,436.1,467.7,608.0
7,3,8055553,451.9,477.6,677.0,438.0,466.2,607.0
7,3,8055570,453.1,479.5,684.0,437.6,466.1,609.0
7,3,8055587,454.9,477.1,684.0,439.0,475.1,609.0
7,3,8055603,453.6,476.2,685.0,438.2,473.8,611.0
7,3,8055620,449.5,475.3,687.0,436.9,471.6,611.0
7,3,8055637,450.0,473.3,691.0,437.3,470.4,615.0
7,3,8055653,451.0,470.7,701.0,437.3,470.3,618.0
7,3,8055670,450.0,469.4,704.0,437.9,469.2,620.0
7,3,8055687,450.3,466.4,707.0,435.7,467.9,625.0
7,3,8055703,450.2,468.9,717.0,436.6,468.5,628.0
7,3,8055720,450.4,467.1,713.0,435.8,469.9,629.0
7,3,8055737,449.4,471.3,714.0,437.2,465.1,631.0
7,3,8055753,447.2,475.0,708.0,442.7,460.5,632.0
7,3,8055770,447.3,476.4,703.0,444.0,460.4,629.0
7,3,8055787,447.8,479.1,697.0,436.7,459.4,627.0
7,3,8055803,448.3,480.7,689.0,437.1,458.3,620.0
7,3,8055820,448.5,476.5,674.0,438.5,454.4,614.0
7,3,8055837,449.6,475.7,661.0,436.4,455.3,604.0
7,3,8055853,450.8,473.9,663.0,436.0,458.3,602.0
7,3,8055870,450.4,471.1,652.0,437.8,454.5,594.0
7,3,8055886,449.8,461.1,641.0,438.0,452.8,585.0
7,3,8055903,449.7,462.0,638.0,438.3,455.8,581.0
7,3,8055920,451.5,465.2,628.0,436.0,458.6,574.0
7,3,8055936,453.4,463.0,621.0,435.8,456.5,566.0
7,3,8055953,454.7,460.3,613.0,436.8,454.3,564.0
7,3,8055970,455.7,461.2,609.0,435.1,454.3,556.0
7,3,8055986,455.5,469.4,608.0,432.6,456.7,556.0
7,3,8056003,451.8,460.4,592.0,435.5,455.4,553.0
7,3,8056020,450.1,462.8,593.0,436.7,456.3,550.0
7,3,8056036,451.4,460.7,589.0,436.3,456.0,544.0
7,3,8056053,452.0,464.1,586.0,435.2,455.6,539.0
7,3,8056070,454.2,479.0,597.0,436.0,455.6,541.0
7,3,8056086,455.9,471.5,592.0,437.0,457.3,539.0
7,3,8056103,456.8,463.7,583.0,436.6,463.6,538.0
7,3,8056120,455.8,461.5,580.0,436.4,466.1,538.0
7,3,8056136,454.1,460.9,577.0,438.0,468.4,540.0
7,3,8056153,454.3,467.4,583.0,434.5,473.8,542.0
7,3,8056170,453.3,473.4,586.0,436.8,474.7,537.0
7,3,8056186,459.8,482.3,586.0,438.5,472.0,536.0
7,3,8056203,454.6,481.5,590.0,440.8,466.8,539.0
7,3,8056220,452.3,481.0,588.0,441.6,461.3,539.0
7,3,8056236,451.4,479.1,590.0,438.0,456.4,538.0
7,3,8056253,451.0,472.5,591.0,438.4,455.0,544.0
7,3,8056269,448.5,465.0,586.0,437.7,457.4,540.0
7,3,8056286,448.5,467.0,585.0,438.5,456.9,536.0
7,3,8056303,454.0,483.5,593.0,441.6,459.3,542.0
7,3,8056319,456.5,486.6,596.0,443.7,462.4,540.0
7,3,8056336,460.4,484.5,596.0,440.7,457.6,536.0
7,3,8056353,459.1,478.0,596.0,441.2,456.1,537.0
7,3,8056369,458.8,483.7,602.0,440.5,457.8,541.0
7,4,8056386,459.5,482.5,602.0,440.4,457.0,543.0
7,4,8056403,458.2,476.4,605.0,441.8,456.1,545.0
7,4,8056419,455.9,473.4,604.0,441.0,459.2,543.0
7,4,8056436,457.8,477.9,605.0,441.0,457.7,544.0
7,4,8056453,456.1,481.9,608.0,437.9,457.6,546.0
7,4,8056469,456.8,481.5,609.0,439.7,462.2,548.0
7,4,8056486,454.2,479.4,612.0,439.5,469.6,548.0
7,4,8056503,456.1,478.1,618.0,439.0,471.2,553.0
7,4,8056519,454.5,474.2,618.0,436.8,472.6,557.0
7,4,8056536,452.8,467.0,611.0,436.6,472.4,554.0
7,4,8056553,451.7,459.1,613.0,438.0,471.0,560.0
7,4,8056569,494.2,473.1,614.0,482.0,482.3,556.0
7,4,8056586,645.9,566.6,631.0,640.7,568.0,573.0
7,4,8056602,715.6,622.7,621.0,697.0,629.8,564.0
7,4,8056619,705.2,617.5,620.0,696.7,628.7,560.0
7,4,8056636,707.9,619.7,622.0,701.0,636.3,566.0
7,4,8056652,705.7,617.5,626.0,696.8,636.5,567.0
7,4,8056669,704.6,619.3,626.0,691.3,638.2,569.0
7,4,8056686,704.8,621.1,634.0,689.6,634.9,574.0
7,4,8056702,705.6,620.6,637.0,689.8,637.9,577.0
7,4,8056719,705.9,619.0,643.0,688.6,636.2,581.0
7,4,8056736,708.0,631.0,644.0,690.8,647.9,581.0
7,4,8056752,713.7,654.7,649.0,696.8,673.5,586.0
7,4,8056769,711.7,652.1,657.0,698.5,671.5,592.0
7,4,8056786,711.5,651.0,661.0,699.6,669.1,596.0
7,4,8056802,712.3,650.7,673.0,701.0,668.1,610.0
7,4,8056819,711.4,649.2,674.0,701.1,669.5,615.0
7,4,8056836,711.2,651.6,682.0,702.5,673.4,621.0
7,4,8056852,711.7,651.5,692.0,703.8,674.8,630.0
7,4,8056869,711.9,651.0,695.0,705.2,675.4,636.0
7,4,8056886,708.9,653.0,707.0,704.6,677.1,643.0
7,4,8056902,709.7,655.3,718.0,703.3,673.3,646.0
7,4,8056919,708.6,655.2,723.0,701.3,670.2,649.0
7,4,8056935,707.6,656.0,742.0,701.6,669.9,663.0
7,4,8056952,706.3,656.0,745.0,701.1,670.1,670.0
7,4,8056969,705.6,657.3,746.0,701.9,675.1,672.0
7,4,8056985,708.0,657.6,747.0,706.0,688.6,683.0
7,4,8057002,706.5,661.7,754.0,704.6,688.0,684.0
7,4,8057019,708.6,663.9,751.0,706.3,684.7,683.0
7,4,8057035,709.0,662.6,745.0,706.8,686.2,678.0
7,4,8057052,708.2,665.6,748.0,705.7,685.6,683.0
7,4,8057069,707.0,666.1,746.0,704.6,684.0,685.0
7,4,8057085,708.0,665.6,743.0,704.7,686.3,679.0
7,4,8057102,709.3,664.8,735.0,704.3,689.2,673.0
7,4,8057119,710.2,665.8,733.0,704.5,690.3,672.0
7,4,8057135,709.7,667.9,734.0,703.7,687.4,669.0
7,4,8057152,710.8,669.4,732.0,703.2,686.3,671.0
7,4,8057169,710.2,670.2,730.0,702.8,686.8,666.0
7,4,8057185,708.9,670.8,729.0,703.1,687.2,662.0
7,4,8057202,709.1,668.8,727.0,702.5,690.5,664.0
7,4,8057219,710.2,671.4,728.0,703.7,688.9,665.0
7,4,8057235,710.9,668.9,724.0,701.5,688.0,665.0
7,4,8057252,710.0,668.6,720.0,703.3,690.8,663.0
7,4,8057268,710.6,669.4,723.0,701.1,687.8,658.0
7,4,8057285,711.8,670.7,726.0,700.4,688.5,662.0
7,4,8057302,709.8,669.8,725.0,700.7,687.7,658.0
7,4,8057318,713.0,669.7,729.0,699.3,688.5,659.0
7,4,8057335,711.3,668.2,727.0,702.5,691.5,658.0
7,4,8057352,712.2,667.9,728.0,702.8,688.6,658.0
7,4,8057368,711.6,667.7,730.0,703.2,686.5,661.0
7,4,8057385,710.6,667.5,732.0,702.4,691.7,663.0
7,4,8057402,710.2,667.8,731.0,703.3,690.7,668.0
7,4,8057418,710.2,669.1,731.0,704.1,686.5,665.0
7,4,8057435,709.8,670.4,736.0,702.3,687.6,669.0
7,4,8057452,707.8,665.8,733.0,703.8,685.8,671.0
7,4,8057468,706.9,665.2,735.0,703.8,688.4,678.0
7,4,8057485,705.3,662.9,733.0,704.4,687.7,674.0
7,4,8057502,705.8,664.9,737.0,704.4,686.5,675.0
7,4,8057518,706.3,663.5,740.0,706.0,687.3,678.0
7,4,8057535,706.4,666.5,741.0,702.9,687.9,679.0
7,4,8057551,708.5,670.9,746.0,704.3,687.0,684.0
7,4,8057568,710.4,663.6,747.0,705.9,685.8,684.0
7,4,8057585,710.1,669.0,740.0,707.4,688.5,679.0
7,4,8057601,709.7,667.2,740.0,706.6,682.4,683.0
7,4,8057618,706.0,669.6,750.0,705.3,687.8,684.0
7,4,8057635,706.4,666.9,749.0,704.8,689.3,682.0
7,4,8057651,709.5,665.1,745.0,706.9,688.0,686.0
7,4,8057668,709.6,666.6,742.0,706.7,687.7,686.0
7,4,8057685,708.4,664.0,748.0,705.8,690.4,687.0
7,4,8057701,706.9,663.1,746.0,705.9,686.5,689.0
7,4,8057718,708.6,657.7,744.0,707.3,685.1,688.0
7,4,8057735,711.3,657.7,743.0,704.5,681.8,688.0
7,4,8057751,712.9,658.0,742.0,707.2,677.8,683.0
7,4,8057768,711.5,652.1,742.0,706.3,675.1,687.0
7,4,8057785,709.6,651.5,740.0,709.1,674.7,681.0
7,4,8057801,707.7,655.0,742.0,706.5,675.0,682.0
7,4,8057818,708.0,658.8,742.0,705.6,676.2,681.0
7,4,8057835,706.0,652.7,733.0,704.6,678.7,680.0
7,4,8057851,706.9,654.3,735.0,705.1,679.1,678.0
7,4,8057868,708.7,655.4,732.0,706.6,677.9,675.0
7,5,8057884,708.6,653.3,731.0,706.9,676.2,673.0
7,5,8057901,710.0,651.9,732.0,706.9,677.4,678.0
7,5,8057918,709.6,653.7,729.0,704.0,676.4,674.0
7,5,8057934,707.7,655.0,736.0,703.2,671.4,667.0
7,5,8057951,704.4,655.7,737.0,704.0,677.2,673.0
7,5,8057968,705.1,653.3,733.0,704.9,676.3,672.0
7,5,8057984,705.3,653.1,735.0,705.4,677.6,674.0
7,5,8058001,706.5,655.5,741.0,704.7,678.3,674.0
7,5,8058018,708.2,657.8,739.0,704.4,678.3,674.0
7,5,8058034,709.0,658.4,737.0,705.1,687.5,670.0
7,5,8058051,704.8,658.7,735.0,701.2,686.0,670.0
7,5,8058068,604.2,664.4,742.0,607.7,678.3,680.0
7,5,8058084,585.5,665.5,743.0,581.9,680.6,680.0
7,5,8058101,584.8,661.9,738.0,581.2,682.2,672.0
7,5,8058118,587.5,661.8,734.0,580.7,680.3,666.0
7,5,8058134,588.5,667.0,739.0,581.5,678.2,665.0
7,5,8058151,586.8,671.3,739.0,580.4,683.5,666.0
7,5,8058168,585.5,664.0,740.0,580.3,678.5,667.0
7,5,8058184,586.3,654.0,739.0,578.0,682.6,668.0
7,5,8058201,587.1,662.6,741.0,579.5,677.5,672.0
7,5,8058217,588.7,670.5,727.0,581.5,682.6,662.0
7,5,8058234,609.0,766.3,650.0,560.4,926.9,420.0
7,5,8058251,,,0.0,,,0.0
7,5,8058267,,,0.0,,,0.0
7,5,8058284,,,0.0,,,0.0
7,5,8058301,,,0.0,,,0.0
7,5,8058317,,,0.0,,,0.0
7,5,8058334,,,0.0,,,0.0
7,5,8058351,,,0.0,,,0.0
7,5,8058367,,,0.0,,,0.0
7,5,8058384,,,0.0,,,0.0
7,5,8058401,,,0.0,,,0.0
7,5,8058417,,,0.0,,,0.0
7,5,8058434,,,0.0,,,0.0
7,5,8058451,,,0.0,,,0.0
7,5,8058467,,,0.0,,,0.0
7,5,8058484,,,0.0,,,0.0
7,5,8058501,,,0.0,,,0.0
7,5,8058517,,,0.0,,,0.0
7,5,8058534,,,0.0,,,0.0
7,5,8058550,606.4,827.9,583.0,550.5,886.4,437.0
7,5,8058567,560.8,674.1,726.0,559.3,757.1,595.0
7,5,8058584,549.9,641.4,779.0,557.9,688.4,679.0
7,5,8058600,551.6,656.1,781.0,557.2,658.1,708.0
7,5,8058617,556.8,657.9,787.0,559.8,670.8,704.0
7,5,8058634,552.3,658.9,796.0,560.4,674.5,713.0
7,5,8058650,553.4,653.5,795.0,564.5,670.5,722.0
7,5,8058667,554.6,653.7,803.0,562.9,672.9,727.0
7,5,8058684,552.5,658.1,822.0,558.3,670.5,731.0
7,5,8058700,554.0,652.4,821.0,561.3,665.5,737.0
7,5,8058717,552.9,645.0,825.0,558.7,669.1,752.0
7,5,8058734,549.1,644.3,834.0,560.6,671.5,756.0
7,5,8058750,550.4,648.4,845.0,566.1,669.3,759.0
7,5,8058767,550.1,645.4,853.0,567.9,664.2,762.0
7,5,8058784,549.1,637.9,855.0,564.4,665.4,769.0
7,5,8058800,551.1,641.2,858.0,563.8,667.3,775.0
7,5,8058817,548.4,640.6,858.0,563.4,664.8,776.0
7,5,8058834,550.9,643.2,860.0,564.7,668.0,776.0
7,5,8058850,550.7,640.9,852.0,563.2,671.6,766.0
7,5,8058867,552.6,643.9,844.0,562.2,669.3,760.0
7,5,8058883,554.9,647.0,834.0,563.8,662.1,748.0
7,5,8058900,553.7,649.8,824.0,562.0,667.1,741.0
7,5,8058917,553.9,654.0,813.0,565.8,660.5,727.0
7,5,8058933,558.5,663.7,796.0,561.5,664.3,712.0
7,5,8058950,559.6,669.2,791.0,563.8,666.8,709.0
7,5,8058967,559.8,661.4,775.0,565.3,668.9,708.0
7,5,8058983,560.9,652.6,763.0,565.4,673.1,696.0
7,5,8059000,559.3,650.8,750.0,562.9,667.6,680.0
7,5,8059017,561.2,658.4,740.0,561.0,660.0,661.0
7,5,8059033,561.5,663.9,733.0,562.0,665.0,659.0
7,5,8059050,562.3,667.3,725.0,563.3,665.8,650.0
7,5,8059067,565.2,668.6,718.0,564.6,665.9,643.0
7,5,8059083,566.0,673.0,705.0,564.8,666.9,635.0
7,5,8059100,568.3,678.2,695.0,564.8,668.2,627.0
7,5,8059117,568.3,674.8,689.0,564.7,666.4,618.0
7,5,8059133,565.5,670.7,679.0,563.1,661.5,612.0
7,5,8059150,567.7,664.1,673.0,563.5,666.7,612.0
7,5,8059167,567.4,662.2,666.0,563.0,666.5,602.0
7,5,8059183,567.2,660.4,662.0,563.8,665.7,606.0
7,5,8059200,570.4,657.4,657.0,563.1,666.5,603.0
7,5,8059216,568.3,657.7,656.0,560.3,676.8,606.0
7,5,8059233,567.9,654.9,657.0,564.3,672.4,599.0
7,5,8059250,568.9,657.2,658.0,564.0,667.1,599.0
7,5,8059266,569.0,659.7,654.0,565.7,671.7,595.0
